TOKEN|MORPH ANALYSIS|UPOS
komphakathi|ko-u-mu-phakathi|POSS
kuletha|ku-letha|N
empilweni|e-i-n-philo-ini|N
ukusebenzisana|u-ku-sebenz-is-an-a|V
komphakathi|ko-u-mu-phakathi|POSS
nokuqinisekisa|na-u-ku-qin-is-ek-is-a|ADV
izinga|i-li-zinga|N
elisemqoka|eli-s-e-m-qoka|REL
lokuphila|la-uku-phil-a|POSS
.|.|PUNC
Kuphinde|ku-phinde|N
kubambe|ku-bamb-e|V
iqhaza|i-li-qhaza|N
elisemqoka|eli-s-e-m-qoka|REL
ukusiza|u-ku-siz-a|V
amakhaya|a-ma-khaya|N
nemindeni|na-i-mi-ndeni|ADV
ilawule|i-lawul-e|V
izingozi|i-zi-ngozi|N
zempilo|za-i-n-philo|POSS
,|,|PUNC
nokwenza|na-u-ku-enz-a|ADV
lula|lul-a|V
izinguquko|i-zin-guquko|N
zezimakethe|ze-i-zi-makethe|POSS
,|,|PUNC
okufaka|oku-fak-a|REL
isandla|i-si-sandla|N
emnothweni|e-mnotho-ini|N
ovulelekile|o-vulelek-il-e|V
.|.|PUNC

Ikhansela|i-li-khansela|N
Lesigceme|le-sigceme|CDEM
Z|Z|ABBR
libeke|li-bek-e|V
imihlahlandlela|i-mi-hlahlandlela|N
yokukhethwa|yo-ku-kheth-w-a|POSS
kweKomidi|kwa-i-komidi|POSS
Lesigceme|le-sigceme|CDEM
.|.|PUNC
Umasipala|u-masipala|N
ukhangise|u-khangis-e|V
emahhovisi|e-ma-hhovisi|N
omkhandlu|umkhandlu|N
,|,|PUNC
ezikoleni|ezi-kole-ini|REL
,|,|PUNC
emasontweni|e-ma-sonto-ini|N
,|,|PUNC
emakliniki|e-ma-kliniki|N
endawo|e-n-dawo|N
nezinye|na-ezin-nye|ADV
izindawo|i-zin-dawo|N
zomphakathi|zo-u-mu-phakathi|POSS
mayelana|mayela-ana|N
nokuthi|na-ku-th-i|ADV
iKomidi|i-Komidi|N
Lesigceme|le-sigceme|CDEM
lizokwakhiwa|li-zoku-akh-iw-a|V
nokuthi|na-ku-th-i|ADV
yini|yini|INT
iqhaza|i-li-qhaza|N
nomsebenzi|na-u-mu-sebenzi|ADV
walo|wa-lo|POSS
.|.|PUNC
Isaziso|i-si-aziso|N
sichaze|si-chaz-e|V
epheshananeni|e-pheshanane-ini|N
lolwazi|lo-lwazi|POSS
ukuthi|ukuthi|CONJ
inhlangano|i-n-hlangano|N
noma|noma|CONJ
iqembu|i-li-qembu|N
(|(|PUNC
futhi|futhi|CONJ
liwabekile|li-wa-bek-ile|V
amaqembu|a-ma-qembu|N
)|)|PUNC
lingathumela|li-nga-thumela|ADV
iziphakamiso|i-zi-phakamiso|N
zamagama|za-a-ma-gama|POSS
kumkhandlu|ku-u-m-khandlu|N
wendawo|we-n-dawo|POSS
abazokhethwa|aba-zo-kheth-w-a|REL
.|.|PUNC
Ipheshana|i-pheshana|N
libuye|li-buy-e|V
labeka|la-beka|CDEM
usuku|u-lu-suku|N
lokhetho|lwa-u-lu-khetho|POSS
,|,|PUNC
indawo|i-n-dawo|N
nesikhathi|na-i-si-khathi|ADV
futhi|futhi|CONJ
lamema|la-mem-a|POSS
abavoti|a-ba-voti|N
ababhalisiwe|aba-bhal-is-iw-e|REL
ukuba|ukuba|CONJ
beze|be-z-e|V
.|.|PUNC
Emhlanganweni|e-u-mu-hlangano-ini|N
amagama|a-ma-gama|N
abazokhethwa|aba-zo-kheth-w-a|REL
afundiwe|a-fund-iw-e|V
futhi|futhi|CONJ
abazokhethwa|aba-zo-kheth-w-a|REL
baphakanyiswe|ba-phakam-is-w-e|V
ngamunye|nga-mu-nye|ADV
emhlanganweni|e-u-mu-hlangano-ini|N
futhi|futhi|CONJ
bacelwa|ba-cel-w-a|V
ukuba|ukuba|CONJ
bachaze|ba-chaz-a|V
ukuthi|ukuthi|CONJ
bangobani|ba-ngu-o-bani|N
nokuthi|na-ku-th-i|ADV
bamele|ba-mel-e|V
maphi|ma-phi|INT
amaqembu|a-ma-qembu|N
.|.|PUNC
Bekunabazokhethwa|be-ku-na-ba-zo-kheth-w-a|V
aba-28|aba-28|REL
.|.|PUNC
Amagama|a-ma-gama|N
abazokhethwa|aba-zo-kheth-w-a|REL
abhalwe|a-bhal-w-e|V
kwiphepha|ku-i-phepha|N
lebhalothi|le-bhalothi|POSS
kwase|kwa-se|N
kuthi|ku-th-i|V
abasemhlanganweni|aba-s-e-m-hlangano-ini|REL
bacelwa|ba-cel-w-a|V
ukuba|ukuba|CONJ
bavotele|ba-vot-el-e|V
aba-10|aba-10|REL
.|.|PUNC
Aba-10|aba-10|REL
bokuqala|ba-u-ku-qal-a|POSS
abathole|aba-thol-e|REL
amavoti|a-ma-voti|N
amaningi|ama-ningi|ADJ
benze|ba-enz-e|V
iKomidi|i-Komidi|N
Lesigceme|le-sigceme|CDEM
.|.|PUNC

Okwesibili|o-kwe-si-bili|N
,|,|PUNC
umasipala|u-masipala|N
kumele|ku-mel-e|V
anqume|a-nqum-e|V
ngokuthi|nga-u-ku-th-i|ADV
yimiphi|yi-mi-phi|COP
imisebenzi|i-mi-sebenzi|N
okumele|oku-m-el-e|REL
ukuba|ukuba|CONJ
yelulwe|y-elul-w-e|V
noma|noma|CONJ
yenziwe|i-enz-iw-e|V
ngcono|ngcono|ADV
.|.|PUNC
Ingabe|ingabe|CONJ
zikhona|zi-khona|N
yini|yini|INT
ezinye|ezin-nye|ADJ
izindawo|i-zin-dawo|N
emphakathini|e-mu-phakathi-ini|N
ezingcole|ezi-ngcol-e|V
kakhulu|ka-khulu|ADV
impela|impela|ADV
nezingabhekiwe|ne-zi-nga-bhek-iw-e|COP
kahle|ka-hle|ADV
?|?|PUNC

Umphathi|U-m-phathi|N
kamasipala|ka-masipala|POSS
uqokwa|u-qok-w-a|V
ngumkhandlu|ng-u-m-khandlu|COP
ngenkontilaka|nga-i-nkontilaka|ADV
yeminyaka|ya-i-mi-nyaka|POSS
eyisihlanu|e-y-i-si-hlanu|REL
encike|e-ncik-e|REL
ekusebenzeni|e-ku-sebenz-a-ini|V
.|.|PUNC
Uyinhloko|u-y-i-nhloko|N
yokuphathwa|ya-ku-phath-w-a|POSS
komkhandlu|kwa-u-m-khandlu|POSS
futhi|futhi|CONJ
ubheka|u-bhek-a|V
ukuphathwa|u-ku-phath-w-a|V
kwezimali|kwa-i-zi-mali|POSS
,|,|PUNC
nokuqashwa|na-u-ku-qash-w-a|ADV
nokuyalwa|na-u-ku-yal-w-a|ADV
kwabasebenzi|kwa-a-ba-sebenzi|POSS
.|.|PUNC

Umphumela|u-m-phumela|N
waleli|wa-aleli|POSS
zinga|zinga|N
ukwemukelwa|u-ku-amukel-w-a|V
kwe-IDP|kwe-IDP|POSS
kamasipala|ka-u-masipala|POSS
.|.|PUNC

Ukulandelela|u-ku-landelel-a|V
-|-|PUNC
iKomidi|i-Komidi|N
Lesigceme|le-sigceme|CDEM
lingacela|li-nga-cel-a|V
imibiko|i-mi-biko|N
yansuku|ya-nsuku|POSS
zonke|zo-nke|PRO
kumaprojekthi|ku-ma-projekthi|N
kanye|ka-nye|ADV
nezidingo|na-i-zi-dingo|ADV
.|.|PUNC

Ukuphathwa|u-ku-phath-w-a|V
kwenqubo|kwa-i-n-nqubo|POSS
yezemfundo|ya-za-m-fundo|POSS
.|.|PUNC
Ukunciphisa|u-ku-nciph-is-a|V
amazinga|a-ma-zinga|N
abaphathi|a-ba-phathi|N
kuyokwenza|ku-yo-ku-enza|N
ukuthi|ukuthi|CONJ
izisetshenziswa|i-zi-setshenziswa|N
zibe|zi-b-e|V
khona|kho-na|PRO
ukusekela|u-kwe-sek-el-a|V
izikole|i-zi-kole|N
nothisha|na-o-thisha|ADV
.|.|PUNC
Umthetho|u-mu-thetho|N
osemqoka|o-s-e-m-qoka|REL
ovamile|o-vam-il-e|V
ukuthi|ukuthi|CONJ
ukungenelela|uku-ngen-elel-a|V
,|,|PUNC
ngokuxhasa|nga-u-ku-xhas-a|ADV
nokulungisa|no-ku-lungis-a|ADV
,|,|PUNC
kudingeka|ku-ding-ek-a|V
uphikisane|u-phik-is-an-e|V
nesilinganiso|na-i-si-linganiso|ADV
sokusebenza|sa-u-ku-sebenz-a|POSS
kwesikole|kwa-i-si-kole|POSS
.|.|PUNC
Ngaleyo|nga-leyo|ADV
ndlela|n-dlela|N
,|,|PUNC
izikole|i-zi-kole|N
ezisebenza|ezi-sebenz-a|REL
kangcono|ka-ngcono|ADV
zinganikezwa|zi-nga-nikez-w-a|V
inkululeko|i-n-khululeko|N
yokuqhubeka|ya-u-ku-qhubek-a|POSS
nomsebenzi|na-u-mu-sebenzi|ADV
,|,|PUNC
kuphela|ku-phel-a|V
nje|nje|ADV
uma|uma|CONJ
kuzoba|ku-zo-b-a|V
nendlela|na-i-n-dlela|ADV
yokulinganisa|ya-u-ku-ling-an-is-a|POSS
ukukhula|u-ku-khul-a|V
kokwenziwa|kwa-u-ku-enz-iw-a|POSS
komsebenzi|kwa-u-mu-sebenzi|POSS
.|.|PUNC
Senza|si-enz-a|V
izincomo|i-zi-ncomo|N
ezikhethekile|ezi-kheth-ek-il-e|REL
ezigxile|ezi-gxil-e|REL
ekusekelweni|e-ku-sekelwa-ini|N
kangcono|ka-ngcono|ADV
kwezikole|kwa-i-zi-kole|POSS
,|,|PUNC
ukulethwa|u-ku-leth-w-a|V
kwezidingo|kwa-i-zi-dingo|POSS
ezisemqoka|ezi-s-e-m-qoka|REL
zemfundo|za-i-n-fundo|POSS
enhle|e-n-hle|N
nokulinganisa|no-ku-lingan-is-a|ADV
izinto|i-zi-nto|N
eziyizo|ezi-yi-zo|REL
.|.|PUNC
Sihlongoza|si-hlongoz-a|V
umkhankaso|u-mu-khankaso|N
wokuthuthukisa|wo-ku-thuthuk-is-a|POSS
ingqalasizinda|i-n-gqalasizinda|N
ezikoleni|ezi-kole-ini|REL
ezimpofu|ezi-mpofu|REL
,|,|PUNC
ikakhulukazi|i-ka-khulukazi|N
ezindaweni|ezi-n-daba-ini|REL
ezisemakhaya|ezi-s-e-ma-khaya|REL
.|.|PUNC

Ekupheleni|e-u-ku-phel-a-ini|V
kwalo|kwa-lo|POSS
mhlangano|m-hlangano|N
umphakathi|u-mu-phakathi|N
uzoba|u-zo-b-a|V
nombono|na-m-bono|ADV
okuxoxwe|oku-xox-w-e|REL
kwavunyelwana|kwa-vunyelwana|POSS
ngawo|nga-wo|ADV
wokuthuthukisa|wo-ku-thuthuk-is-a|POSS
umphakathi|u-mu-phakathi|N
.|.|PUNC

OHulumeni|o-hulumeni|N
Bendawo|ba-i-n-dawo|POSS
:|:|PUNC
UMthetho|u-Mthetho|N
Wokuphathwa|wo-ku-phath-w-a|POSS
Kwezimali|kwa-i-zi-mali|POSS
Zomasipala|zo-masipala|POSS
,|,|PUNC
ka-2003|ka-2003|NUM
(|(|PUNC
MFMA|MFMA|ABBR
)|)|PUNC
uncike|u-ncik-e|V
kuMthetho|ku-u-m-thetho|N
Wezinhlelo|wa-i-zin-hlelo|POSS
Zikamasipala|zi-ka-masipala|POSS
(|(|PUNC
MSA|MSA|ABBR
)|)|PUNC
,|,|PUNC
ka-2000|ka-2000|NUM
njengoba|njengoba|CONJ
yomibili|yo-mi-bili|POSS
le|le|CDEM
mithetho|mi-thetho|N
ikhuluma|i-khulum-a|V
ngezinhlelo|nga-i-zin-hlelo|ADV
zangaphakathi|za-nga-phakathi|POSS
kuhulumeni|ku-u-hulumeni|N
wasekhaya|wa-s-e-i-li-khaya|POSS
;|;|PUNC
izinqubo|i-zin-qubo|N
zokuxhumana|za-u-ku-xhum-an-a|POSS
;|;|PUNC
izinhlelo|i-zin-hlelo|N
zokusebenza|za-u-ku-sebenz-a|POSS
nezindlela|na-i-zin-dlela|ADV
zokuthuthukisa|za-u-ku-thuthuk-is-a|POSS
ukuzinikela|u-ku-zi-nik-el-a|V
.|.|PUNC
I-MFMA|i-MFMA|N
ichaza|i-chaz-a|V
ukuthi|ukuthi|CONJ
zisebenza|zi-sebenz-a|V
kanjani|ka-njani|ADV
izinhlelo|i-zin-hlelo|N
zemali|ze-mali|POSS
yomasipala|ya-o-masipala|POSS
nokuthi|na-ku-th-i|ADV
yiliphi|yi-li-phi|COP
iqhaza|i-li-qhaza|N
lamakhansela|la-a-ma-khansela|POSS
lokwenza|la-u-ku-enz-a|POSS
ukuthi|ukuthi|CONJ
lokhu|lokhu|CDEM
kusebenze|ku-sebenze|N
.|.|PUNC

Khombisa|khomb-is-a|V
uzwelo|u-zwelo|N
nenhlonipho|na-i-n-hlonipho|ADV
komunye|ko-omu-nye|POSS
,|,|PUNC
ngaphandle|nga-phandle|ADV
kokubheka|kwa-u-ku-bhek-a|POSS
inkolo|i-n-kolo|N
yakhe|ya-khe|POSS
,|,|PUNC
amagama|a-ma-gama|N
noma|noma|CONJ
indlela|i-n-dlela|N
yokuziphatha|ya-u-ku-zi-phath-a|POSS
.|.|PUNC

Kunokusemqoka|ku-na-u-ku-s-e-m-qoka|N
okulahlekayo|oku-lahlek-a-yo|REL
okumele|oku-m-el-e|REL
kunakwe|ku-nak-w-e|V
uma|uma|CONJ
kukhishwa|ku-khiph-w-a|V
okumbiwa|oku-mb-iw-a|REL
phansi|phansi|ADV
okunenzuzo|oku-na-i-nzuzo|REL
.|.|PUNC
INingizimu|i-Ningizimu|N
Afrika|Afrika|N
ilahlekelwa|i-lahlek-el-w-a|V
ngamasheya|nga-a-ma-sheya|ADV
ezimakethe|ezi-makethe|REL
zomhlaba|za-u-mu-hlaba|POSS
okufanekisa|oku-fanekis-a|REL
efana|e-fan-a|REL
ne-ferrochrome|na-ferrochrome|ADV
.|.|PUNC
yokuvela|ya-u-ku-vel-a|POSS
,|,|PUNC
isigaba|i-si-gaba|N
sokuqala|sa-u-ku-qal-a|POSS
sokwenza|sa-u-ku-enz-a|POSS
noma|noma|CONJ
sokuncibilikisa|sa-u-ku-ncibilik-is-a|POSS
sisebenzisa|si-sebenz-is-a|V
amandla|a-ma-ndla|N
nemali|na-i-mali|ADV
eningi|e-ningi|ADJ
,|,|PUNC
sithatha|si-thath-a|V
amandla|a-ma-ndla|N
nemali|na-i-mali|ADV
kweminye|kwa-emi-nye|POSS
imikhakha|i-mi-khakha|N
.|.|PUNC
INingizimu|i-Ningizimu|N
Afrika|Afrika|N
kumele|ku-mel-e|V
ikhethe|i-kheth-e|V
mayelana|mayela-ana|N
nezindawo|na-i-zin-dawo|ADV
okuguquka|oku-guquk-a|REL
ukuzisekela|u-ku-zi-sekel-a|V
kuzo|ku-zo|PRO
esigabeni|e-si-gaba-ini|N
sokuqala|sa-u-ku-qal-a|POSS
.|.|PUNC
Izindawo|i-zin-dawo|N
okumele|oku-m-el-e|REL
zibhekelelwe|zi-bhekel-el-w-e|V
kuqala|ku-qal-a|V
kumele|ku-mel-e|V
zibandakanye|zi-bandakany-e|V
lapho|lapho|CONJ
kunomthamo|ku-na-u-mu-thamo|ADV
ofanele|o-fanel-e|REL
,|,|PUNC
lapho|lapho|CONJ
inzuzo|i-nzuzo|N
ivame|i-vam-e|V
ukuholela|u-ku-holel-a|V
Okuhlangabezane|oku-hlangabez-an-e|REL
kwezimboni|kwa-i-zi-mboni|POSS
.|.|PUNC
Ukuguqulwa|u-ku-guqul-w-a|V
kwazo|kwa-zo|POSS
zonke|zo-nke|PRO
izimbiwa|i-zi-mbiwa|N
zezwe|za-i-zwe|POSS
zibe|zi-be|V
okuhola|oku-hol-a|REL
kusemqoka|ku-s-e-m-qoka|N
ekukhuliseni|e-ku-khul-is-a-ini|REL
umkhakha|u-mu-khakha|N
wezimboni|wa-i-zi-mboni|POSS
.|.|PUNC

Luvume|lu-vum-e|COP
futhi|futhi|CONJ
ulwamukele|u-lu-amukel-e|REL
ulaka|u-laka|N
lwakho|lwa-kho|POSS
.|.|PUNC
Cabanga|cabang-a|V
ngalo|nga-lo|ADV
.|.|PUNC
Ungakwali|u-nga-kwali|REL
ubukhona|u-bu-khona|N
bolaka|bo-laka|POSS
noma|noma|CONJ
wenqabe|we-nqab-e|COP
ukubhekana|u-ku-bhek-an-a|V
nalo|na-lo|ADV
.|.|PUNC
Uma|uma|CONJ
wenza|u-enz-a|V
lokhu|lokhu|CDEM
,|,|PUNC
lungavese|lu-nga-ves-e|V
luvele|lu-vel-e|V
ngesikhathi|nga-i-si-khathi|ADV
esingafanele|esi-nga-fanel-iw-e|REL
futhi|futhi|CONJ
luphumele|lu-phumel-e|V
kwabanye|kwa-aba-nye|POSS
abantu|a-ba-ntu|N
olungaqondene|olu-nga-qondene|REL
nabo|na-bo|ADV
.|.|PUNC

Ukuhlaziywa|u-ku-hlaziy-w-a|V
kwesabiwomali|kwa-i-sabiwomali|POSS
esiqondene|esi-qond-an-ile|REL
nokuphendula|na-u-ku-phendul-a|ADV
ngobulili|nga-u-bu-lili|ADV
kubhekiswe|ku-bhek-is-w-e|V
ekuhlaziyweni|e-ku-hlaziy-w-en-i|V
kwezindleko|kwa-i-zin-dleko|POSS
zikahulumeni|zi-ka-u-hulumeni|POSS
kanye|kanye|CONJ
nasezimalini|na-s-e-zi-mali-ini|ADV
eziqoqwayo|ezi-qoq-w-a-yo|REL
kubantu|ku-a-ba-ntu|N
besifazane|ba-i-si-fazane|POSS
kanye|kanye|CONJ
namantombazane|na-a-ma-ntombazane|ADV
kuqhathaniswa|ku-qhathanis-w-a|V
nabesilisa|na-a-be-si-lisa|ADV
kanye|kanye|CONJ
nabafana|na-a-ba-fana|ADV
.|.|PUNC
Izabiwomali|i-zi-abiwomali|N
zobulili|za-u-bu-lili|POSS
akuzona|aku-zona|PRO
izabiwomali|i-zabiwomali|N
ezihlukile|ezi-hluk-ile|REL
zabesifazane|za-a-be-si-fazane|POSS
kuphela|ku-phela|ADV
futhi|futhi|CONJ
azihlosile|a-zi-hlos-il-e|V
kuphela|ku-phela|ADV
ukwandisa|u-ku-and-is-a|V
izimali|i-zi-mali|N
ezichithwa|ezi-chith-w-a|REL
ezinhlelweni|e-zin-hlelo-ini|N
eziqondene|ezi-qondan-e|REL
nabantu|na-a-ba-ntu|ADV
besifazane|ba-i-si-fazane|POSS
kuphela|ku-phela|ADV
.|.|PUNC
Ezikwenzayo|ezi-ku-enz-a-yo|REL
nje|nje|ADV
ukuqinisekisa|u-ku-qinisek-is-a|V
ukuthi|ukuthi|CONJ
izidingo|i-zi-dingo|N
zabesifazane|za-be-si-fazane|POSS
ziyabandakanywa|zi-ya-bandakany-w-a|V
futhi|futhi|CONJ
ziyahlinzekelwa|zi-ya-hlinzek-el-w-a|V
.|.|PUNC

Lolu|lolu|CDEM
wuhlelo|w-u-hlelo|COP
lwaseNingizimu|lwa-s-e-Ningizimu|POSS
Afrika|Afrika|N
.|.|PUNC
Luhlinzeka|lu-hlinz-ek-a|V
ngohlaka|nga-u-hlaka|ADV
lwamasu|lwa-a-ma-su|POSS
asemqoka|a-s-e-m-qoka|REL
ngenhloso|nga-i-nhloso|ADV
yokuhlahla|ya-u-ku-hlahl-a|POSS
indlela|i-n-dlela|N
yokukhetha|ya-u-ku-kheth-a|POSS
nokwenza|na-u-ku-enz-a|ADV
izinto|i-zi-nto|N
okusemqoka|oku-s-e-m-qoka|REL
.|.|PUNC
Ukuphumelela|u-ku-phumelel-a|V
kwalo|kwa-lo|POSS
kuyoncika|ku-yo-ncik-a|V
kubo|ku-bo|PRO
bonke|bo-nke|PRO
abantu|a-ba-ntu|N
baseNingizimu|ba-s-e-Ningizimu|POSS
Afrika|Afrika|N
abazibophezelayo|aba-zi-bophez-el-a-yo|REL
kulolu|ku-lolu|CDEM
hlelo|hlelo|N
,|,|PUNC
oluholwa|olu-hol-w-a|REL
uMongameli|u-mongameli|N
neKhabhinethi|na-i-khabhinethi|ADV
.|.|PUNC

IKomidi|i-komidi|N
Lesigceme|le-sigceme|CDEM
limela|li-mela|N
okufunwayo|oku-fun-w-a-yo|REL
okuyingxubevange|oku-y-i-n-gxubevange|REL
okuhlanganisa|oku-hlangan-is-a|REL
izikhungo|i-zi-khungo|N
zabantukazana|za-a-ba-ntukazana|POSS
noma|noma|CONJ
zabakhokhi|za-abakhokhi|POSS
bentela|ba-i-n-thela|POSS
,|,|PUNC
izinhlangano|i-zin-hlangano|N
zentuthuko|za-n-tuthuko|POSS
,|,|PUNC
izinyunyana|i-zi-nyunyana|N
zabasebenzi|za-a-ba-sebenzi|POSS
,|,|PUNC
izinhlangano|i-zin-hlangano|N
zosomabhizinisi|zo-somabhizinisi|POSS
,|,|PUNC
amaqembu|a-ma-qembu|N
abantu|a-ba-ntu|N
besifazane|ba-i-si-fazane|POSS
,|,|PUNC
intsha|i-n-tsha|N
kanye|ka-nye|ADV
nezinhlangano|na-i-zin-hlangano|ADV
ezigxile|ezi-gxil-e|REL
kwezenkolo|kwe-ze-n-kolo|POSS
.|.|PUNC

Ukuphathwa|u-ku-phath-w-a|V
kwephrojekthi|kwa-i-phrojekthi|POSS
kubandakanya|ku-bandakany-a|V
ukulawulwa|u-ku-lawul-w-a|V
kokusetshenziswa|kwa-u-ku-sebenz-is-w-a|POSS
kohlelo|kwa-u-lu-hlelo|POSS
,|,|PUNC
kufaka|ku-fak-a|V
phakathi|phakathi|ADV
ukuhlaziya|u-ku-hlaziy-a|V
ukuthi|ukuthi|CONJ
izinto|i-zin-nto|N
ziqhubeka|zi-qhubek-a|V
kanjani|ka-njani|ADV
nokubukeza|no-ku-bukez-a|ADV
izinhlelo|i-zin-hlelo|N
ezibhekelele|ezi-bhek-el-iw-e|REL
izinselelo|i-zin-selelo|N
noma|noma|CONJ
izinguquko|i-zin-guquko|N
zesimo|z-i-si-mo|POSS
ezingenzeka|ezi-nge-enz-ek-a|REL
ngokuqhubeka|nga-u-ku-qhubek-a|ADV
kokwenzeka|kwa-u-ku-enz-ek-a|POSS
kwezinto|kwa-i-zi-nto|POSS
.|.|PUNC

EGibhithe|e-gibhithe|N
endala|en-dala|ADJ
,|,|PUNC
abesilisa|a-be-si-lisa|N
babehlala|ba-be-hlal-a|POSS
ekhaya|e-i-li-khaya|N
bathunge|ba-thung-e|POSS
.|.|PUNC
Abesifazane|a-be-sifazane|N
babephatha|ba-be-phath-a|POSS
amabhizinisi|a-ma-bhizinisi|N
omndeni|a-u-mu-ndeni|POSS
.|.|PUNC
Abesifazane|a-be-sifazane|N
babethola|ba-abethola|POSS
impahla|i-n-pahla|N
njengefa|njenga-ifa|ADV
abesilisa|a-be-si-lisa|N
bengatholi|be-nga-thol-i|V
lutho|lu-tho|N
.|.|PUNC

Amakhasi|a-ma-khasi|N
okucatshangwayo|oku-cabang-w-a-yo|REL
ngephrojekthi|nga-phrojekthi|ADV
'|'|PUNC
wumsebenzi|w-u-mu-sebenzi|COP
wephepha|wa-i-phepha|POSS
'|'|PUNC
odinga|o-ding-a|REL
ukulungiselelwa|u-ku-lungis-el-el-w-a|V
wethulwe|u-ethul-w-e|V
emkhandlwini|e-m-khandlu-ini|N
noma|noma|CONJ
eminyangweni|e-mi-nyango-ini|N
yemikhakha|ya-i-mi-khakha|POSS
ngokwehlukana|nga-u-ku-ehluk-an-a|ADV
kwayo|kwa-yo|POSS
.|.|PUNC
Angamarekhodi|a-nga-a-ma-rekhodi|REL
alokho|a-lokho|REL
okuvunyelwene|oku-vumel-w-en-e|REL
ngakho|ngakho|ADV
ukuze|ukuze|CONJ
bonke|bo-nke|PRO
abathintekayo|aba-thint-ek-a-yo|REL
bakwazi|ba-ku-az-i|V
ukulandela|u-ku-landel-a|V
inqubekelaphambili|i-n-qubekelaphambili|N
.|.|PUNC

Imisuka|i-mi-suka|N
engadala|e-nga-dal-a|REL
ingxabano|i-ngxabano|N
ezigcemeni|ezi-gceme-ini|REL
zababambe|za-aba-bamb-e|POSS
iqhaza|i-li-qhaza|N
.|.|PUNC

Ukusungula|u-ku-sungul-a|V
umthetho|u-mu-thetho|N
omusha|omu-sha|ADJ
nohlaka|na-u-hlaka|ADV
lukazwelonke|luka-u-zwelonke|POSS
lwezindawo|lwa-i-zin-dawo|POSS
.|.|PUNC

Ukuhlanganyela|u-ku-hlanganyela|N
nezinhlangano|ne-i-zin-hlangano|N
zendawo|ze-n-dawo|POSS
ezifana|ezi-fan-a|REL
nezinhlangano|ne-i-zin-hlangano|ADV
ezingezona|ezi-nga-zona|REL
ezikahulumeni|ezi-ka-u-hulumeni|REL
,|,|PUNC
izinhlangano|i-zin-hlangano|N
ezesekwe|ezi-sek-w-e|REL
phezu|phezu|ADV
kwenkolo|kwe-n-kolo|POSS
zinganikeza|zi-nga-nikez-a|V
indawo|i-n-dawo|N
yokudingida|yoku-dingid-a|V
izindaba|i-zin-daba|N
kanye|ka-nye|ADV
nolwazi|no-lu-azi|ADV
oluzonikezwa|olu-zo-nikez-w-a|REL
luphinde|lu-phind-e|V
luthathwe|lu-thath-w-e|V
emphakathini|e-mu-phakathi-ini|N
.|.|PUNC

Umsebenzi|u-mu-sebenzi|N
2|2|NUM
Hlonza|Hlonz-a|V
imigomo|i-mi-gomo|N
ebalulekile|e-balulek-il-e|REL
yokubamba|ya-uku-bamb-a|POSS
iqhaza|i-li-qhaza|N
komphakathi|ko-u-mu-phakathi|POSS
.|.|PUNC

UMBUZO|u-m-buzo|N
2|2|NUM
Ungazixazulula|u-nga-zi-xazulul-a|V
kanjani|ka-njani|ADV
izinkinga|i-zin-kinga|N
zokulethwa|zo-ku-leth-w-a|POSS
kwemisebenzi|kwa-i-mi-sebenzi|POSS
?|?|PUNC

Amathuluzi|a-ma-thuluzi|N
enza|enz-a|V
i-LFA|i-LFA|N
angasetshenziswa|a-nga-sebenz-is-w-a|V
ukubulala|u-ku-bulal-a|V
noma|noma|CONJ
ukuhliphiza|u-ku-hliphiza|N
iphrojekthi|i-phrojekthi|N
ehlongozwayo|e-hlongoz-w-a-yo|REL
,|,|PUNC
ukuqhubeka|u-ku-qhub-ek-a|V
nokuhlola|na-u-ku-hlol-a|ADV
ukuqondana|u-ku-qond-an-a|V
nokwenzeka|na-u-ku-enz-ek-a|ADV
kwayo|kwa-yo|POSS
.|.|PUNC

Esimweni|esi-mo-ini|REL
seKomidi|sa-i-komidi|POSS
Lesigceme|le-sigceme|CDEM
abadlalindima|a-ba-dlalindima|N
bengakhuthaza|be-nga-khuthaz-a|V
inqubomgomo|i-n-qubomgomo|N
ebonakalayo|e-bon-akal-a-yo|REL
yokufakwa|yo-ku-fak-w-a|POSS
kobulili|ko-bu-lili|POSS
kuzo|ku-zo|PRO
zonke|zo-nke|PRO
izinqubomgomo|i-zin-qubomgomo|N
kanye|ka-nye|ADV
nezinhlelo|na-i-zin-hlelo|N
,|,|PUNC
ukuze|ukuze|CONJ
ngaphambi|nga-phambi|ADV
kokuba|kwa-u-ku-b-a|POSS
izinqumo|i-zin-qumo|N
zithathwe|zi-thath-w-e|V
kuhlazinywe|ku-hlazinywe|N
umthelela|u-mu-thelela|N
wazo|wa-zo|POSS
kwabesifazane|kwa-a-be-si-fazane|POSS
nabesilisa|na-a-be-si-lisa|ADV
.|.|PUNC

I-PCM|i-PCM|N
izinze|i-zinz-e|V
kumjikelezo|ku-u-m-jikelezo|N
wephrojekthi|wa-i-phrojekthi|POSS
futhi|futhi|CONJ
iphinde|i-phind-e|V
ibhekelele|i-bhek-elel-e|V
zonke|zo-nke|PRO
izingxenye|i-zi-ngxenye|N
zephrojekthi|ze-phrojekthi|POSS
ngaso|nga-so|ADV
sonke|so-nke|PRO
isikhathi|i-si-khathi|N
sokuqhubeka|sa-u-ku-qhubek-a|POSS
kwephrojekthi|kwa-i-phrojekthi|POSS
.|.|PUNC
Lokhu|lokhu|CDEM
